CUMU
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3.144258889
6.316122504
9.558464666
12.91762215
16.44549645
20.20209703
24.25862985
28.70138607
33.63679287
39.19816242
45.55465244
52.92307472
61.58412622
71.90434343
84.36538277
99.60294115
118.4577412
142.03811
171.7991176
209.6400859
258.0163099
320.0538337
399.6569717
501.5932022
631.519162
795.9038531
1001.842853
1256.746727
1567.907507
1941.980379
2384.440742
2899.092829
3487.619673
4149.229967
4880.497359
5675.434918
6525.792762
7421.560801
8351.64018
9304.48708
10268.76071
11233.8771
12190.35801
13130.05103
14046.26202
14933.80489
15788.91867
16609.09704
17392.89202
18139.74056
18849.79712
19523.7642
20162.72353
20767.97818
21340.97134
21883.23302
22396.32761
22881.81186
23341.20269
23775.95582
24187.45789
24577.02801
24945.9168
25295.30423
25626.30082
25939.95197
26237.24416
26519.11053
26786.43342
27040.04668
27280.73752
27509.24924
27726.28365
27932.50443
28128.53993
28314.98482
28492.40177
28661.32317
28822.25275
28975.66674
29122.015
29261.72195
29395.18736
29522.78742
29644.87604
29761.78595
29873.82955
29981.29907
30084.46647
30183.58369
30278.8838
30370.58204
30458.87644
30543.94874
30625.96565
30705.07908
30781.42585
30855.12742
30926.29089
30995.01109
31061.37249
31125.45135
31187.31749
31247.03608
31304.66875
31360.27418
31413.90851
31465.62657
31515.48354
31563.53541
31609.83933
31654.45399
31697.43943
31738.85706
31778.76936
31817.23967
31854.33204
31890.11109
31924.64184
31957.98949
31990.21939
32021.3971
32051.58811
32080.85766
32109.27041
32136.89
32163.7788
32189.9979
32215.60705
32240.66467
32265.22786
32289.35252
32313.09321
32336.50312
32359.63415
32382.53736
32405.26357
32427.86397
32450.38383
32472.85914
32495.31717
32517.7801
32540.26796
32562.79587
32585.37236
32608.00077
32630.6845
32653.5145
32676.53775
32699.78422
32723.27911
32747.02817
32771.05299
32795.34586
32819.87755
