cumu
0.005073881
0.010136077
0.015167551
0.020150359
0.025068133
0.029906643
0.034654241
0.039302192
0.043844904
0.048279948
0.052608046
0.056833091
0.060962196
0.065005879
0.068978194
0.072896823
0.076783397
0.080663749
0.084568345
0.088533032
0.092600248
0.096820576
0.101255043
0.105978199
0.111082278
0.116682524
0.122924493
0.129994327
0.138133098
0.147656314
0.158981101
0.172664485
0.189455264
0.210365784
0.236771466
0.270544653
0.314232878
0.371292116
0.446385987
0.545765308
0.677728177
0.853162197
1.086143841
1.394568472
1.800762716
2.331962601
3.020608834
3.904311033
5.025289891
6.429350819
8.164282128
10.2775974
12.81378733
15.81155926
19.30160221
23.30451871
27.82960122
32.87489228
38.42813368
44.46832524
50.96764061
57.89361247
65.21120978
72.88480617
80.88033108
89.16699876
97.71861381
106.5140722
115.5372602
124.7773119
134.2287763
143.8919882
153.7733857
163.8858072
174.2482938
184.885475
195.8270939
207.1067551
218.7610609
230.829326
243.3529276
256.3738777
269.9332427
284.0694344
298.8161807
314.2005139
330.2410413
346.9465021
364.3145292
382.330435
400.9660385
420.1792969
439.9148272
460.1047307
480.6701911
501.5236892
522.5721178
543.7208617
564.8778736
585.9566851
606.8787518
627.576124
647.9932293
668.0871096
687.8275045
707.1967612
726.1891974
744.8104953
763.0768358
781.0140722
798.6569918
816.0473121
833.2315272
850.25968
867.1840042
884.0579862
900.9356305
917.8703837
934.9145182
952.1186978
969.5317274
987.2004699
1005.169404
1023.480592
1042.173597
1061.285263
1080.849751
1100.898745
1121.461555
1142.565137
1164.234136
1186.49109
1209.356804
1232.850996
1256.992831
1281.801634
1307.29819
1333.506097
1360.453111
1388.172035
1416.701444
1446.086397
1476.379273
1507.64076
1539.940242
1573.356348
1607.977735
1643.903567
1681.243813
1720.118563
1760.65791
1803.00145
1847.29748
1893.701892
1942.375053
1993.476228
2047.156085
2103.549005
2162.764079
2224.874634
2289.908758
2357.839036
2428.572424
2501.9402
2577.68954
2655.511471
2735.093438
2816.161093
2898.49523
2981.93044
3066.367314
3151.782781
3238.192776
3325.613499
3413.848941
3503.301421
3593.96907
3685.814766
3778.788239
3872.843158
3967.910506
