CUMU
0.426419843
0.84806663
1.254379979
1.640990304
2.005675726
2.34843441
2.671218091
2.977552664
3.272171832
3.565816398
3.859276749
4.1588054
4.47088031
4.802226529
5.15987756
5.551305985
5.984595995
6.468611444
7.013179245
7.629270768
8.329174989
9.126672865
10.0371954
11.07797116
12.26820163
13.63780828
18.3525358
23.49239228
29.0235676
34.9922607
42.22352275
50.49279077
59.80715554
70.47139102
82.65912437
97.49364321
114.6468826
134.672152
158.2883151
186.3660581
220.0280658
260.829971
310.5025861
371.3604627
446.6542921
539.8503318
655.5851294
799.5903612
978.8489021
1201.71742
1477.972503
1818.72377
2236.182339
2743.265474
3353.034487
4078.010219
4929.43881
5916.576529
7045.999169
8321.014903
9741.317099
11302.92248
12998.38534
14817.29094
16746.96374
18773.20639
20881.07711
23055.60153
25282.30457
27547.61633
29839.17902
32146.04144
34458.67109
36768.87118
39069.67354
41355.24378
43620.7728
45862.34385
48076.78538
50261.51819
52414.46377
54533.97643
56618.77171
58667.85544
60680.45946
62655.99403
64594.01553
66494.20064
68356.32499
70180.24485
71965.88713
73713.24745
75422.39172
77093.45509
78726.63416
80322.18221
81880.40808
83401.67546
84886.40459
86335.07707
87748.24116
89126.51249
90470.57221
91781.1602
93059.06588
94305.11603
95520.15979
96705.05831
97860.67957
98987.89253
100087.5605
101160.5322
102207.6343
103229.6666
104227.3968
105201.5587
106152.8497
107081.9297
107989.4226
108875.9189
109741.9791
110588.1349
111414.8881
112222.7117
113012.0524
113783.3351
114536.9705
115273.3657
115992.9363
116696.1164
117383.3677
118055.1903
118712.1311
119354.7927
119983.8445
120600.0339
121204.1927
121797.2382
122380.1715
122954.0757
123520.1099
124079.5043
124633.557
125183.6282
125731.1334
126277.5366
126824.3447
127373.1075
127925.4193
128482.9174
129047.2793
129620.2193
130203.4811
130798.8247
131408.0066
132032.7464
132674.6805
133335.3069
134015.9172
134717.5149
135440.7285
136185.7223
136952.1044
137738.8386
138544.168
139365.9002
140201.7855
141049.6424
141907.5618
142774.0857
143648.4168
144530.4153
145420.3528
146318.5819
147224.7795
148143.391
149075.0728
150019.9159
150977.788
151948.2784
152930.653
