deaths_mean_smoothed
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.169413527
0.175717449
0.184440435
0.195906644
0.210557458
0.22897971
0.251944723
0.280458546
0.315825743
0.35974418
0.414424053
0.482702484
0.568209322
0.675579725
0.810722458
0.981091096
1.196069396
1.467233653
1.808488898
2.236252271
2.769281038
3.428155548
4.234563165
5.210148837
6.374703771
7.744081537
9.328535082
11.13101067
13.14571322
15.35774994
17.74246419
20.26512669
22.88168295
25.54128616
28.18930491
30.77082813
33.23363079
35.53131638
37.62555214
39.48786729
41.10151458
42.46221038
43.57644493
44.46003307
45.13431338
45.62309261
45.95129764
46.14349091
46.22390606
46.21516803
46.13635235
46.00353299
45.82926453
45.62282825
45.39080875
45.13861744
44.87113261
44.5918739
44.30300813
44.00599492
43.70202541
43.39204586
43.07668835
42.75598431
42.42961333
42.09714391
41.7582008
41.41259274
41.060296
40.7015149
40.33682753
39.96713722
39.593507
39.21693821
38.83851751
38.45950111
38.08122078
37.70510485
37.33266807
36.9654212
36.60479271
36.25215026
35.90873643
35.57580198
35.25452507
34.94603413
34.65143044
34.37165741
34.10742116
33.8590826
33.62656577
33.40961069
33.20802161
33.02161795
32.85037814
32.69469395
32.55530001
32.43317123
32.32949172
32.24568169
32.18344685
32.14474264
32.13192454
32.14787276
32.19598793
32.28030528
32.40538822
32.57654146
32.80008676
33.08310516
33.43326144
33.85883896
34.36894154
34.97367537
35.68519557
36.51852151
37.49070803
38.62051245
39.92742911
41.4301854
43.1472281
45.0982172
47.30281678
49.77903755
52.54247694
55.60569317
58.97780175
62.66245373
66.65342406
70.93179393
75.46498113
80.20584703
85.08842877
90.02581409
94.91033121
99.61463098
103.9964602
107.9023781
111.2390593
114.0056348
116.236804
118.0130075
119.4528316
120.6914962
121.8745635
123.0713201
124.2819272
125.6378422
127.7349486
130.0184236
132.4600668
135.0665895
137.8344789
140.7988537
143.773317
146.1824602
148.5142379
150.7726559
152.9729436
155.1357871
157.2599501
159.3297153
161.3417434
163.2979426
165.1959579
167.0458527
168.8650862
170.6723021
172.4868409
174.313268
176.1519483
178.0000087
179.8456843
181.6852588
183.5246779
185.3656308
187.2119704
189.0603832
190.9025159
192.7381613
194.5759825
196.4256953
198.3415668
194.1061439
183.4068183
172.5232861
159.5429502
144.3999885
135.0303245
131.1613597
126.8405852
122.3691855
117.9198392
113.5727579
109.3710896
105.3415536
101.4963729
97.83797497
94.36783635
91.08024684
87.95177861
84.96534266
82.12374751
79.42563874
76.86268657
74.43509387
72.13999623
69.95605016
67.8672985
65.87815365
63.98942655
62.19492804
60.49710729
58.89578604
57.37213037
55.91164794
54.51969916
53.19848441
51.94337169
50.75813478
49.6442784
48.58504494
47.56720553
46.59663182
45.67640752
44.80300922
43.99608964
43.27301554
42.61780222
42.02156778
41.49328321
41.02205384
40.59287972
40.21226209
39.88424768
39.59471693
39.33162463
39.10143229
38.90834923
38.74999604
38.63204898
38.55870661
38.51592121
38.49155155
38.49273936
